pathway	Colon_A1	Colon_A2	Colon_A3	Colon_A4	Colon_A5	Colon_A6	Colon_B1	Colon_B2	Colon_B3	Colon_B4	Colon_B5	Colon_B6	Colon_C1	Colon_C2	Colon_C3	Colon_C4	Colon_C5	Colon_C6	Colon_D1	Colon_D2	Colon_D3	Colon_D4	Colon_D5	Colon_D6	SI_A1	SI_A2	SI_A3	SI_A4	SI_A5	SI_A6	SI_B1	SI_B2	SI_B3	SI_B4	SI_B5	SI_B6	SI_C1	SI_C2	SI_C3	SI_C4	SI_C5	SI_C6	SI_D1	SI_D2	SI_D3	SI_D4	SI_D5	SI_D6
GLUTORN-PWY	6753.0916	5105.0772	6586.9873	5143.8959	7990.5149	4732.1187	6625.1662	4510.6957	6863.7068	5614.1575	4055.5247	6123.0066	5805.7403	4791.7555	5286.64	4664.8789	3826.2765	5277.5133	6771.2677	6120.0323	5630.2819	5868.5579	4100.676	5528.0696	3907.2797	1490.9073	7091.3816	2242.7974	6377.0953	2819.4372	8547.2249	1269.9603	8646.9213	2371.4974	570.4279	4427.2595	331.1497	640.3785	29.9793	1489.907	2489.6513	3689.0249	12307.6407	7370.7499	1841.269	7610.7436	8177.4611	3645.0744
GLYCOCAT-PWY	9754.8748	8458.2007	8197.5014	8200.5628	8211.4375	7761.9511	6418.3547	7488.555	6755.6447	8753.6086	7695.2795	9190.9373	9004.5544	7485.4779	8595.1873	7350.9735	7235.9504	8018.5443	7564.8619	8736.6832	7113.1855	9057.0369	7976.8261	7667.0931	1909.7411	3433.129	7395.6834	3768.0557	6741.3952	4070.6891	1240.6121	2454.2621	63.8416	4146.3579	1423.3325	5589.7907	826.5797	1150.1405	90.3243	2760.4659	5383.0471	6856.3551	3751.0909	5486.5744	8256.2428	5181.5685	6845.1124	5722.9074
GLYCOGENSYNTH-PWY	9619.8886	9134.7976	5079.4438	7908.6409	6438.686	6981.1941	7556.4278	7839.7271	7840.857	8600.4218	8891.5289	8727.9532	7724.5518	6713.8008	6754.3184	6586.7936	6843.3084	7948.3762	5878.348	7850.7325	8216.5778	8284.3672	9285.3118	6543.5014	4476.0508	5931.568	3660.8173	2713.3984	3989.484	967.2475	7201.1358	3395.7859	7442.2508	2741.7336	2662.9978	1804.37	5670.9351	1585.6136	2875.8813	2764.4839	3601.616	5534.7094	10803.6677	1775.49	10578.8891	4933.049	9145.6782	8631.5511
GLYCOL-GLYOXDEG-PWY	49.2735	0.7986	33.6654	28.6272	47.0509	13.9759	74.0571	25.6081	89.3107	7.3508	10.1654	0.7965	5.5059	9.8154	8.5105	2.6414	0.0	10.0512	94.6127	3.4579	142.7716	68.2612	19.1903	20.5111	0.0	54.3167	0.2	27.7438	0.0	4.4426	0.0	0.9361	0.7983	0.0	62.9721	4.8035	51.3187	192.126	5.0045	323.3678	0.0	3.3594	1.3983	20.4064	0.0	699.4383	11.3174	759.2505
GLYCOLYSIS	7524.1911	9114.972	9200.7195	9001.0721	10573.1897	8769.1463	10297.9631	8259.4395	10662.9903	8318.7018	8448.9335	9608.3431	8561.0002	8034.9112	8380.1902	7815.4091	8035.1467	9042.1172	9652.7417	8441.3915	9885.1161	9036.04	9939.8107	7895.5844	6316.5735	6001.5345	9118.0619	6369.9989	9634.3549	5206.717	11319.4868	5198.0229	12407.7255	5715.4905	4879.6125	4489.4493	5134.2015	5590.0296	5526.8117	8193.0701	6291.4914	5638.366	13516.6166	4411.1993	10151.3608	7930.3418	11612.3167	7609.2919
GLYCOLYSIS-E-D	1129.417	2085.4472	4191.3248	3411.2273	4678.1934	1893.8521	5584.8716	1108.8036	5847.7264	3017.3697	998.7776	1355.5316	2007.3936	1933.6482	3660.8301	1530.1339	3338.2547	1592.4255	4642.0603	1804.2188	4560.4211	1075.3081	918.4494	1246.3306	2357.9734	2855.7694	668.5656	3092.0796	1018.7228	1612.8819	1847.0284	3328.9765	103.5152	2123.9645	2066.483	1396.1532	846.1674	2174.2203	98.4431	4588.6994	2242.3442	1973.7552	1408.201	1263.1084	96.7373	5877.9268	5478.3592	3908.3584
GLYCOLYSIS-TCA-GLYOX-BYPASS	295.0417	3.297	3374.1183	21.4734	6232.4417	38.1898	5144.6414	3.5435	5303.7456	13.6406	42.5142	1.4393	21.0809	29.7803	27.9437	7.9599	0.0	18.6119	4932.168	6.2533	3267.4211	136.1464	86.013	33.8874	3799.7891	482.832	5098.9254	1422.9586	5405.3087	48.3388	8902.7944	22.5387	9468.6115	1138.2812	372.9924	69.8589	368.2337	724.0663	38.2918	1284.6691	11.9542	15.0514	11572.6931	249.7426	107.0367	6647.2876	7066.1339	3075.9071
GLYOXYLATE-BYPASS	102.5133	0.7999	1646.5037	30.3122	3642.7749	14.3823	3088.3734	27.5314	3170.5444	7.5933	10.7797	0.7999	5.5965	9.9921	8.7908	2.6591	0.0	10.3871	2744.875	3.4786	1690.3793	69.6921	19.954	20.6433	2543.3606	207.8195	2703.7299	572.9265	2901.2288	19.7078	6679.0634	7.6507	6909.5294	431.4283	109.7517	21.6702	104.6402	329.7621	10.4557	688.9451	3.9872	8.3761	8962.142	94.4791	35.8842	4165.0257	4449.8798	1551.9776
GOLPDLCAT-PWY	113.4178	183.4791	216.1067	202.3294	339.4051	160.9341	456.6218	60.0592	426.219	160.7206	61.192	107.9469	166.88	130.2708	575.7533	200.6464	626.1988	136.1296	438.2008	39.5708	528.2057	97.1021	48.3826	27.7473	15.6114	555.2358	280.786	325.6367	496.0229	179.0573	445.505	450.8667	608.6048	370.5458	1196.9647	166.0743	880.7334	290.972	1408.8646	630.3015	924.9406	202.6569	232.6003	11.733	0.0	0.0	699.2551	0.0
HCAMHPDEG-PWY	0.0	0.2182	0.0	0.6545	0.0	1.4548	0.15	0.4364	0.0	1.0915	1.5158	0.2182	1.5273	0.0	0.7636	0.0	0.0	2.8364	0.0	0.9491	1.9487	3.56	0.0	3.4706	0.0	33.5206	0.15	14.9239	0.0	3.2143	0.0	0.7042	0.6	0.0	43.0909	3.2153	33.8182	121.7782	3.4145	230.1491	0.0	2.2909	1.05	8.5311	0.0	174.7978	0.15	34.6225
HEME-BIOSYNTHESIS-II	324.8539	204.4643	1606.2041	236.8095	3552.4588	168.9119	2971.0346	168.9413	3010.2071	120.752	135.7826	98.138	131.8718	252.1411	103.8794	164.1777	49.1867	138.063	2538.099	119.8828	2210.2416	224.3818	988.5984	131.868	2825.4856	389.4669	2567.1458	443.4719	2911.8532	34.4464	6637.3769	7.2763	7075.5759	525.2842	195.9031	29.8286	352.4051	291.5883	38.4775	1530.1292	7.906	16.2819	9030.5546	155.0465	6113.2835	4206.4871	4917.7025	1813.4258
HEMESYN2-PWY	686.8633	1996.0265	1875.3551	801.3819	3870.0988	365.5131	3342.6222	1376.7699	3398.9077	782.7353	2319.4675	524.6111	1316.7499	563.2667	918.999	852.5882	1684.9444	826.2282	2834.8811	142.6898	2869.3183	238.7205	2592.6787	136.1869	3013.3937	1177.8901	2778.9474	947.1039	3113.7435	130.8086	6678.2427	414.3818	7083.3064	661.6896	454.5545	255.1551	506.4994	547.3699	78.7494	1768.0775	336.6292	1160.9387	9201.1318	605.8957	7331.1478	5856.7392	5359.1182	3054.2582
HEXITOLDEGSUPER-PWY	765.3289	546.8561	1929.0824	615.4935	3477.2745	582.8089	2374.5371	295.3564	2495.584	670.1891	238.2479	695.456	454.7544	704.7301	808.6396	413.8339	279.708	472.6477	3633.2428	595.8049	3312.9321	501.6808	1010.7301	316.1326	4086.0931	249.9301	2778.2072	137.1104	3434.7622	19.9209	4056.8738	160.2076	5032.944	1593.3699	893.423	73.4688	1596.1074	1337.2044	143.1184	1464.7159	43.7132	119.628	6342.1973	333.704	117.8285	4412.6557	3284.6894	2623.2297
HISDEG-PWY	1853.0304	2686.0158	1535.1188	2683.2964	3303.8949	3130.0387	3232.8567	2684.6562	3499.3858	1631.3648	1121.3587	2057.4078	1880.1292	3175.0033	2040.608	1910.7366	1043.416	2137.8745	2755.0636	1762.875	2867.1712	4292.8102	3506.7938	2692.0193	2054.6752	79.8515	2162.709	361.0611	2379.33	6.2338	5669.9952	17.898	6044.7497	283.1408	138.99	6.6	178.0	79.011	10.33	96.9488	2.566	3.8571	7819.7498	170.5436	7089.67	4815.0158	3769.7125	1966.2159
HISTSYN-PWY	7602.4232	6459.9557	5627.8455	6794.7408	6948.9043	6803.3542	6526.4401	6620.4586	6825.5968	6682.4547	4731.4374	7102.1806	6750.5298	6826.0966	6284.1515	5597.8078	4471.6632	6298.4625	6439.3233	6783.2601	6366.7498	8278.6141	6287.7892	6750.5758	3476.1789	1922.3198	4511.189	2119.369	4568.1092	1519.9481	6647.9556	1758.4179	6537.5032	2064.3126	665.0022	3051.8969	467.5223	632.1547	44.2769	1419.9819	1993.244	3371.4224	9732.3116	3117.0587	7023.8107	6723.8227	7396.3641	3370.376
HOMOSER-METSYN-PWY	771.6614	723.8825	4634.2887	797.7558	5930.8259	1159.434	4008.6732	1867.6072	4161.0507	1586.4304	1350.2313	1192.1479	3097.9359	1140.719	3416.1995	2229.563	2341.8433	925.0865	4673.0132	2176.1594	2664.0482	1224.6478	2608.3066	1340.4926	3001.0682	623.5798	6299.4624	1822.8669	5525.3545	2639.7081	6092.0129	157.4021	6224.5512	1863.162	499.6951	4064.4273	631.542	476.5062	62.0497	1457.5222	2398.9274	3077.3409	8604.9325	6879.4729	5441.783	3484.4365	5483.53	3292.9931
HSERMETANA-PWY	2571.1376	3280.6859	4775.9562	2777.725	6130.9508	2727.6971	4455.6584	2242.8499	4472.9818	1896.9566	1299.9125	2997.1974	3351.7236	2187.6121	3758.9192	2683.0267	2209.4811	2450.7678	5120.8957	3188.6938	3808.7807	2583.4897	1414.2589	3678.6222	2838.6487	591.4612	4400.9926	1851.7541	4506.969	1319.8258	5995.2296	155.0572	6056.4624	1778.6206	383.2655	2579.964	327.814	430.8958	34.7434	542.77	1636.6342	2757.5754	8657.0515	2474.864	1327.4033	5688.222	5857.8608	2984.3536
ILEUSYN-PWY	9677.2139	9459.3565	7860.1834	8905.3521	8903.1817	8189.8153	7833.0405	8229.877	8168.5297	8822.5949	7493.806	9352.4196	9261.6069	7982.3437	8288.9748	7564.614	6597.8809	8316.9821	7813.1235	9111.9196	8265.3502	9934.2494	9011.3427	8681.0203	4356.4723	3148.1912	7636.5866	3588.3654	6878.0239	4058.4771	7331.0128	2654.5786	7376.4721	3457.3133	1377.3347	5807.3283	891.0155	1212.465	96.4288	2426.7243	3926.5447	5719.4916	10761.0442	8925.723	10047.351	9866.12	9288.0042	7932.1479
KDO-NAGLIPASYN-PWY	0.0	1.5991	0.0	4.7928	0.0	8.7803	0.7996	3.1972	0.0	7.1764	9.5397	1.599	11.1525	0.0	5.5863	0.0	0.0	20.6285	0.0	6.9414	10.3568	114.6615	0.0	21.2604	0.0	186.3036	0.7963	94.7629	0.0	18.5369	0.0	3.9858	1.8533	0.0	61.9457	20.9967	34.3886	239.3086	3.4115	287.4698	0.0	16.3303	5.1911	46.7313	0.0	843.2534	0.7955	168.6857
KETOGLUCONMET-PWY	0.0	0.0	1.3391	0.0	0.0	1.9793	9.976	0.0	0.0	3.5467	0.0	0.0	0.0	9.8249	0.0	2.5084	0.0	3.774	0.0	1.7051	3.3344	30.8427	0.0	9.0023	3.996	0.0	0.0	0.0	0.0	0.0	7.9944	0.0	0.0	0.0	0.0	0.0	53.9582	11.849	0.0	100.4333	0.0	0.0	0.0	23.0031	0.0	224.6051	0.0	824.8001
LACTOSECAT-PWY	126.073	1370.1071	1579.752	552.2234	2053.4763	189.5196	1834.3865	857.0443	1828.5452	375.2978	3082.5564	349.3929	922.9624	250.1114	333.4216	805.2221	2836.3338	791.9315	1943.989	254.3427	1651.6441	109.0181	1441.798	39.3919	2199.6998	4516.6665	2643.6753	2499.8506	2963.3674	586.957	3044.8125	2931.9404	3860.2641	2572.9984	3361.5731	1150.7675	5131.4382	1656.2487	3292.1387	1857.7094	3608.186	3608.9128	994.5416	626.9957	1815.0903	3200.7695	1639.8277	5077.9071
LEU-DEG2-PWY	0.0	0.0	2.2323	0.0	0.0	4.2661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98	4.3986	0.0	0.0	0.0	0.0	5.5606	8.8596	0.0	6.6437	19.9471	10.6782	0.0	63.6923	0.0	3.6359	0.0	5.1777	5.9978	7.9489	1.9296	8.0464	3.333	56.295	0.0	30.9586	0.0	0.0	0.0	35.8259	0.0	768.5712	0.0	1923.1564
LIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3062	0.0	0.0	0.0	0.0	0.0	21.3504	0.0	276.454	0.0	268.4961
LPSSYN-PWY	0.0	1.0663	0.0	3.1973	0.0	5.8593	0.5332	2.1323	0.0	4.7912	1.918	1.0663	3.5798	0.0	3.7282	0.0	0.0	13.8027	0.0	1.8487	6.9172	0.0	0.0	0.0	0.0	138.0266	0.5319	66.0421	0.0	12.7435	0.0	2.6614	1.5351	0.0	13.4102	14.161	14.5932	69.2493	3.9223	331.8329	0.0	11.0158	3.5706	32.3464	0.0	0.0	0.5317	0.0
MET-SAM-PWY	1150.0477	1086.8157	6435.7477	1188.3083	8148.9672	1689.1044	5347.7192	2622.0496	5573.4189	2251.8201	1995.2135	1738.3973	4207.0355	1654.5303	4612.7649	3101.7254	3408.4817	1366.267	6654.6678	3005.3537	3740.5805	1783.6139	3670.6777	1928.3399	4205.9541	963.3963	8171.0248	2775.2631	7458.1198	3688.3242	8489.8372	243.6257	8879.1381	2988.7157	907.5737	5217.0489	1274.2751	803.6261	133.2544	2317.7249	3838.9195	4749.8477	11484.6153	8003.9046	7667.5812	5134.204	7275.355	4970.1909
METH-ACETATE-PWY	536.1811	490.8971	175.4959	258.0718	145.3884	253.9516	440.6299	221.6168	400.6023	304.4241	312.0681	230.8657	465.657	405.4099	422.1115	494.7797	296.696	271.6179	81.8147	305.724	485.5698	130.0824	2697.2864	203.439	19.3984	207.987	0.0	0.0	31.9529	0.0	0.0	0.0	0.0	0.0	35.2315	71.6087	0.0	0.0	0.0	0.0	80.6579	171.1351	28.2154	101.6283	3324.1894	0.0	167.4504	0.0
METHGLYUT-PWY	14.1838	1.9931	0.0	5.0271	43.2308	2.3266	0.1665	0.6657	0.0	1.4921	16.7167	0.3328	7.6701	0.0	6.1147	0.0	0.0	5.2031	0.0	1.447	3.0263	10.0909	28.5856	5.395	0.0	62.087	0.2292	33.5415	0.0	3.9718	0.0	1.077	0.9125	0.0	77.2073	5.109	66.1743	173.6282	6.6227	341.1787	0.0	3.1387	0.875	21.6724	0.0	937.8506	0.1657	458.1873
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9439	0.0	27.2227	0.0	0.0	0.0	13.9651	0.0	452.7635	0.0	689.7786
NAD-BIOSYNTHESIS-II	538.8866	421.1945	74.6142	146.6428	33.8815	357.6431	30.0841	134.6833	253.4691	273.5382	242.3402	238.8188	142.2442	224.44	184.063	235.6648	201.8792	412.8444	26.9188	273.8182	265.0032	244.5767	112.5318	163.0605	69.2093	366.8747	6.1956	445.963	17.9577	28.5402	0.0	67.8293	0.7888	51.0268	74.4214	79.6868	55.5597	229.9322	5.7578	354.916	111.1897	280.1767	1.3995	126.5317	0.0	4541.3521	77.5384	500.6836
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.5164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	481.7923
NAGLIPASYN-PWY	1740.2854	2682.8247	702.5061	2948.2195	683.9676	3650.815	1482.7727	3451.9263	1591.4561	2051.3279	1392.6466	2284.1433	2321.6396	4090.5588	1997.5827	2393.2552	1425.4805	2314.8711	1277.2006	2314.3684	2327.5488	4677.8239	2568.7952	4292.4198	374.8579	801.2746	138.9162	810.203	97.1518	217.6677	354.1861	1073.0425	4.8427	279.7064	74.5897	634.9493	42.9873	297.211	6.1879	518.3684	197.2309	501.8219	61.7615	463.3503	60.2778	3662.067	139.3246	1472.1311
NONMEVIPP-PWY	8370.2888	7282.5828	6895.875	7364.8093	7685.173	7229.8518	6862.3528	6828.8932	7139.8152	7465.8405	5617.5124	8050.6029	7638.682	7017.2083	7179.4856	6522.0402	5362.7378	7240.0116	6904.8716	7515.8847	6875.9956	8595.7683	7850.6012	7102.1875	4190.1049	2518.7053	6760.2784	2890.4456	6125.9436	3846.902	6620.4197	2221.4358	6723.104	3017.358	1608.0096	5109.5376	1142.6213	1173.0566	1261.1053	1932.1727	3419.8895	4528.2757	9474.4533	7693.0271	9111.6854	5576.1462	7946.8325	3762.8292
NONOXIPENT-PWY	12708.4129	12198.2333	10954.9736	11733.245	10849.7584	10747.4171	10876.044	10280.3196	11469.2432	11799.5102	10685.8032	12849.8275	11132.5049	9516.4733	11287.2007	10084.0258	10229.4478	11630.9316	10105.6746	11471.7999	11322.0375	11579.3005	11534.7106	9820.3998	5912.5441	6285.2544	9615.6491	7774.5533	9582.9398	6758.6728	8896.9516	5315.349	9504.6099	8443.5496	7197.6507	7863.5743	3899.1939	8215.0412	4310.5117	6477.4548	7168.4354	7832.695	11892.2844	9535.2256	13551.3159	12535.0224	12768.8874	8911.2581
OANTIGEN-PWY	6244.5668	5972.9596	7977.7951	5901.8734	8247.3499	5889.5697	6775.8452	5226.8757	6986.3628	5877.0791	6325.8584	6782.5065	6538.0859	4709.5521	6807.7582	5714.0267	7024.9347	6502.8103	7854.3502	5549.003	6869.6355	5581.6523	6639.9308	4190.7143	4046.8555	5317.4976	8183.7909	6600.9174	8435.4085	5658.2134	8627.4435	4797.6534	9525.1704	7798.6262	6672.8461	6666.3731	4933.7941	7533.9536	5177.3992	6682.0441	7415.9139	6610.1867	9946.47	8319.5175	3574.952	5344.7272	7712.7145	6331.2906
ORNARGDEG-PWY	0.0	0.4665	0.0	1.8804	0.0	2.5606	0.2333	0.9326	0.0	2.0947	2.7959	0.4665	3.2581	0.0	1.6321	0.0	0.0	6.0444	0.0	2.0225	3.0314	6.0161	0.0	5.8887	0.0	85.5577	0.2332	48.4401	0.0	6.1789	0.0	1.3399	1.2944	0.0	75.0825	6.6697	55.4952	227.2877	6.482	458.8322	0.0	4.8537	1.6264	30.0146	0.0	1143.8235	0.2333	103.0398
ORNDEG-PWY	0.0	0.3999	0.0	5.187	0.0	2.1978	0.2	0.7997	0.0	1.7967	2.3991	0.3999	2.7956	0.0	1.3991	0.0	0.0	5.1908	0.0	1.7345	2.5986	5.076	0.0	4.8946	0.0	148.87	0.2	446.0908	0.0	10.9819	0.0	4.9971	0.7999	0.0	80.3538	10.3818	61.6679	319.2954	6.2555	469.3683	0.0	4.1978	1.3993	38.3049	0.0	2001.893	0.2	2253.048
P101-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9981	0.0	0.0	15.8862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY	377.1443	2.9968	3908.9019	38.6729	6303.6452	89.9075	5686.208	5.9868	5861.8589	28.2173	47.2263	2.9979	20.8411	73.1722	10.4759	19.8603	0.0	38.6619	5449.6037	12.9807	4287.3859	178.5293	144.5965	60.3289	3648.1073	744.5803	4893.5741	1712.9265	5087.7945	104.0115	9022.4608	53.1206	9247.6351	1405.8151	216.6549	76.0206	212.423	526.2553	26.0012	1387.6033	29.322	31.0932	11730.2769	426.168	260.9396	6345.6293	6629.5366	2633.8412
P108-PWY	3180.3843	4524.5558	2226.827	4931.7981	2668.77	5733.9771	4383.9507	5163.9384	4694.9488	3629.2614	2607.5402	4014.6984	4035.7095	5944.3723	3466.918	4021.1863	2588.1966	4422.8153	3791.0827	4218.1448	4900.4351	7202.6583	5262.1474	6348.8842	1434.9444	1171.0226	493.3059	1005.3217	481.4504	359.4435	1651.2587	1764.1235	1.1999	777.2073	146.1112	1079.5708	55.2895	221.7256	0.0	178.3826	335.0288	888.0631	321.7838	661.7134	3066.0842	782.8463	683.9235	1925.6648
P122-PWY	1095.0469	3235.6032	7097.4291	3132.9195	6287.9439	3320.0932	3852.7392	2376.8219	3798.9783	2193.1047	5514.6109	3247.0803	4396.832	1796.924	5362.348	4324.4656	6817.2473	3748.3785	6419.1078	2706.6705	4604.9439	1180.0609	2974.6326	1628.1873	2651.9561	6435.8893	7681.3759	7804.5168	7972.9409	6523.7409	5028.6506	5901.8348	6147.4852	8672.6259	7265.5187	6674.2897	7335.755	8313.8372	6552.1852	7976.6469	8558.4282	7156.3105	1960.66	5701.9658	2226.0261	1686.6081	3195.4388	7384.691
P124-PWY	1410.2663	4166.0184	8059.7525	3898.2139	7675.6458	4044.415	4827.4288	2915.4502	4743.1053	2828.8623	6913.6995	4192.7281	5397.3789	2137.732	6310.8416	5344.2383	7878.0559	4805.7748	7428.3295	3595.3115	5887.064	1398.0421	3865.1701	2032.5647	3297.7494	7500.2183	8893.2942	8409.3139	9034.969	6519.2021	6363.9946	6666.2966	7725.2148	9310.8666	8032.2839	6776.3329	8347.6397	9131.6028	7250.6059	8477.4559	8887.69	7707.7701	2963.7867	8463.4917	2634.1254	2020.8244	4292.4848	8603.3683
P125-PWY	179.7894	201.3952	1422.1825	173.0143	3150.1077	116.0924	2475.8644	34.2439	2534.3541	26.7491	55.3098	22.4085	28.3439	33.9642	250.6436	58.0556	20.9739	93.396	2187.4969	0.0	1348.6499	178.5559	726.1521	52.7731	2306.8301	79.3979	2630.823	351.8271	2906.2463	5.9965	6316.0622	2.9994	6716.8865	387.8363	17.9852	3.749	160.6783	40.429	22.466	151.801	2.9996	0.0	8617.2176	58.0686	6001.4502	3601.9945	4158.636	0.0
P161-PWY	4295.3724	5853.0452	10484.8816	6083.236	11607.8477	3886.2002	7508.0033	4143.3441	7920.7518	4776.3565	7729.5096	4278.2261	6188.0598	3044.5054	7471.7549	5215.7086	8573.6449	4859.8637	9835.9116	4968.9287	7667.2981	3107.6038	6502.3335	2881.0661	6757.6993	9323.4279	13523.3158	10213.8919	13358.4353	8768.0638	13133.0089	7409.4304	14993.2613	11611.0045	10175.3282	9473.9723	10581.2924	11008.0656	9185.1107	10672.5947	11771.2687	10361.4197	14975.248	11315.3797	6832.1513	8987.7736	10201.0642	11728.4325
P162-PWY	406.6934	81.9353	161.9989	121.2263	119.7672	52.5347	402.893	106.7831	452.836	166.7842	139.8881	90.3494	36.9149	120.9099	42.3137	15.3071	54.8203	72.9724	140.5127	137.373	348.0885	92.1536	333.68	74.9252	15.3331	9.9659	0.0	12.3768	15.8665	0.0	0.0	10.3619	0.0	9.3435	55.9399	0.0	0.0	11.0497	0.0	0.0	0.0	0.0	27.7302	65.257	0.0	0.0	261.7549	966.5835
P163-PWY	347.1357	246.6479	101.5347	196.4353	71.4204	246.0414	108.5274	60.3347	141.6555	179.9777	125.66	216.3962	174.3959	143.9114	354.6682	101.2274	38.8396	240.9465	44.7735	531.3891	200.4862	366.2259	152.8822	468.4792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8477	18.2379	0.0	3.1886	7.6044	0.0	0.0	0.0	13.0827	0.0	0.0	0.0	0.0	0.0	67.591
P164-PWY	2820.1104	3783.2028	769.3111	2577.2741	996.6027	1277.8785	884.0113	2225.6844	1428.1689	3652.3221	2176.7644	2717.5724	1828.3591	1244.3069	1929.2502	1044.4484	1091.0751	1829.3794	896.5922	3501.4068	2145.402	2268.9376	4824.5625	2361.8757	180.135	793.2956	19.6227	479.8521	142.1511	69.4454	11.9116	405.6462	0.0	291.6969	379.6023	131.011	0.0	185.9871	0.0	492.4385	199.3959	667.4948	497.1508	549.5645	4407.4503	4300.851	1992.3927	1683.8894
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6763	0.0	0.0	0.0	0.0
P221-PWY	46.7982	29.9149	3.9991	30.912	0.0	21.9555	8.9969	8.9922	17.9877	16.9729	11.9812	23.9551	3.9985	0.9999	10.9858	1.9996	0.0	21.9572	2.9997	22.9546	2.9995	10.9891	0.0	14.9784	0.0	87.6205	0.0	404.8334	0.0	0.0	0.0	1.3395	0.0	0.0	1.9971	0.0	0.0	91.4942	0.0	84.9464	0.0	0.0	0.0	41.3101	0.0	5061.0305	0.0	1624.8619
P23-PWY	205.4918	733.5988	3998.6288	3019.3009	6471.1333	1951.9011	4428.098	911.9362	4629.5585	1520.019	922.7067	1293.7406	2001.1556	2091.0317	3319.343	1507.278	2662.6891	1517.8798	5727.4995	1780.3738	4213.1819	669.4193	955.1721	1360.5983	927.9345	642.8319	2323.6126	2771.4286	3282.7193	1647.4571	3906.0235	280.9703	474.3009	2305.5347	430.4422	1386.7278	440.2768	819.9845	85.2247	966.1124	1518.0782	1642.555	5893.0176	1107.4576	104.0265	5491.2546	3994.8778	2595.728
P261-PWY	0.0	1.9654	0.0	0.0	0.0	40.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.7041	46.9808	0.0	25.0328	0.0	19.2289	4.6673	0.0	39.6786	0.0	2.8837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	0.0	0.0	1.3311	0.0	0.0	1.9454	0.0	0.0	0.0	0.0	1.7638	0.0	1.2727	0.0	0.0	0.0	0.0	0.0	0.0	0.8852	2.2254	6.717	0.0	5.5205	0.0	2.0355	0.0	6.5106	0.0	1.6842	0.0	0.0	0.0	7.3548	38.9625	0.0	38.9687	130.3827	1.33	17.9837	0.0	0.0	0.0	14.8816	0.0	352.4226	0.0	853.5979
P341-PWY	633.278	109.2869	85.3917	101.8561	51.5235	185.2906	82.0858	109.2023	144.1919	221.5852	210.9533	167.1399	223.9209	211.7838	253.614	74.1975	168.2703	247.568	78.7934	142.4936	127.7836	252.6416	103.0944	105.5228	116.1031	132.3606	13.3148	64.7043	83.3492	22.4577	9.9943	107.7076	0.0	56.8647	44.8538	83.2254	0.0	19.9724	0.0	23.7102	133.8375	550.4987	35.3627	94.4156	17.4834	0.0	243.8291	0.0
P381-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.8642	0.0	57.9074	0.0	20.4116	0.0	14.3028	0.0	28.1938	0.0	27.7454	0.0	0.0	0.0	70.2074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1195.1721
